"resource","season","zone","imports","exports"
"cold_secondary_feed","shoulder","tech",0.00,0.00
"cold_secondary_return","wint","dormitories",0.00,0.00
"cold_secondary_return","sum","dormitories",0.00,0.00
"cold_secondary_return","shoulder","dormitories",0.00,0.00
"cold_secondary_return","wint","energyIsland",0.00,0.00
"cold_secondary_return","sum","energyIsland",0.00,0.00
"cold_secondary_return","shoulder","energyIsland",0.00,0.00
"cold_secondary_return","wint","factory",0.00,0.00
"cold_secondary_return","sum","factory",0.00,0.00
"cold_secondary_return","shoulder","factory",0.00,0.00
"cold_secondary_return","wint","factory_assembly",0.00,0.00
"cold_secondary_return","sum","factory_assembly",0.00,0.00
"cold_secondary_return","shoulder","factory_assembly",0.00,0.00
"cold_secondary_return","wint","factory_blades",0.00,0.00
"cold_secondary_return","sum","factory_blades",0.00,0.00
"cold_secondary_return","shoulder","factory_blades",0.00,0.00
"cold_secondary_return","wint","hospital",0.00,0.00
"cold_secondary_return","sum","hospital",0.00,0.00
"cold_secondary_return","shoulder","hospital",0.00,0.00
"cold_secondary_return","wint","multifunction",0.00,0.00
"cold_secondary_return","sum","multifunction",0.00,0.00
"cold_secondary_return","shoulder","multifunction",0.00,0.00
"cold_secondary_return","wint","northDistrict",0.00,0.00
"cold_secondary_return","sum","northDistrict",0.00,0.00
"cold_secondary_return","shoulder","northDistrict",0.00,0.00
"cold_secondary_return","wint","quality",0.00,0.00
"cold_secondary_return","sum","quality",0.00,0.00
"cold_secondary_return","shoulder","quality",0.00,0.00
"cold_secondary_return","wint","reserved",0.00,0.00
"cold_secondary_return","sum","reserved",0.00,0.00
"cold_secondary_return","shoulder","reserved",0.00,0.00
"cold_secondary_return","wint","residential",0.00,0.00
"cold_secondary_return","sum","residential",0.00,0.00
"cold_secondary_return","shoulder","residential",0.00,0.00
"cold_secondary_return","wint","school",0.00,0.00
"cold_secondary_return","sum","school",0.00,0.00
"cold_secondary_return","shoulder","school",0.00,0.00
"cold_secondary_return","wint","tech",0.00,0.00
"cold_secondary_return","sum","tech",0.00,0.00
"cold_secondary_return","shoulder","tech",0.00,0.00
"cool","wint","dormitories",0.00,0.00
"cool","sum","dormitories",0.00,0.00
"cool","shoulder","dormitories",0.00,0.00
"cool","wint","energyIsland",0.00,0.00
"cool","sum","energyIsland",0.00,0.00
"cool","shoulder","energyIsland",0.00,0.00
"cool","wint","factory",0.00,0.00
"cool","sum","factory",0.00,0.00
"cool","shoulder","factory",0.00,0.00
"cool","wint","factory_assembly",0.00,0.00
"cool","sum","factory_assembly",0.00,0.00
"cool","shoulder","factory_assembly",0.00,0.00
"cool","wint","factory_blades",0.00,0.00
"cool","sum","factory_blades",0.00,0.00
"cool","shoulder","factory_blades",0.00,0.00
"cool","wint","hospital",0.00,0.00
"cool","sum","hospital",0.00,0.00
"cool","shoulder","hospital",0.00,0.00
"cool","wint","multifunction",0.00,0.00
"cool","sum","multifunction",0.00,0.00
"cool","shoulder","multifunction",0.00,0.00
"cool","wint","northDistrict",0.00,0.00
"cool","sum","northDistrict",0.00,0.00
"cool","shoulder","northDistrict",0.00,0.00
"cool","wint","quality",0.00,0.00
"cool","sum","quality",0.00,0.00
"cool","shoulder","quality",0.00,0.00
"cool","wint","reserved",0.00,0.00
"cool","sum","reserved",0.00,0.00
"cool","shoulder","reserved",0.00,0.00
"cool","wint","residential",0.00,0.00
"cool","sum","residential",0.00,0.00
"cool","shoulder","residential",0.00,0.00
"cool","wint","school",0.00,0.00
"cool","sum","school",0.00,0.00
"cool","shoulder","school",0.00,0.00
"cool","wint","tech",0.00,0.00
"cool","sum","tech",0.00,0.00
"cool","shoulder","tech",0.00,0.00
"diesel","wint","dormitories",0.00,0.00
"diesel","sum","dormitories",0.00,0.00
"diesel","shoulder","dormitories",0.00,0.00
"diesel","wint","energyIsland",0.00,0.00
"diesel","sum","energyIsland",0.00,0.00
"diesel","shoulder","energyIsland",0.00,0.00
"diesel","wint","factory",0.00,0.00
"diesel","sum","factory",0.00,0.00
"diesel","shoulder","factory",0.00,0.00
"diesel","wint","factory_assembly",0.00,0.00
"diesel","sum","factory_assembly",0.00,0.00
"diesel","shoulder","factory_assembly",0.00,0.00
"diesel","wint","factory_blades",0.00,0.00
"diesel","sum","factory_blades",0.00,0.00
"diesel","shoulder","factory_blades",0.00,0.00
"diesel","wint","hospital",0.00,0.00
"diesel","sum","hospital",0.00,0.00
"diesel","shoulder","hospital",0.00,0.00
"diesel","wint","multifunction",0.00,0.00
"diesel","sum","multifunction",0.00,0.00
"diesel","shoulder","multifunction",0.00,0.00
"diesel","wint","northDistrict",0.00,0.00
"diesel","sum","northDistrict",0.00,0.00
"diesel","shoulder","northDistrict",0.00,0.00
"diesel","wint","quality",0.00,0.00
"diesel","sum","quality",0.00,0.00
"diesel","shoulder","quality",0.00,0.00
"diesel","wint","reserved",0.00,0.00
"diesel","sum","reserved",0.00,0.00
"diesel","shoulder","reserved",0.00,0.00
"diesel","wint","residential",0.00,0.00
"diesel","sum","residential",0.00,0.00
"diesel","shoulder","residential",0.00,0.00
"diesel","wint","school",0.00,0.00
"diesel","sum","school",0.00,0.00
"diesel","shoulder","school",0.00,0.00
"diesel","wint","tech",0.00,0.00
"diesel","sum","tech",0.00,0.00
"diesel","shoulder","tech",0.00,0.00
"digestate","wint","dormitories",0.00,0.00
"digestate","sum","dormitories",0.00,0.00
"digestate","shoulder","dormitories",0.00,0.00
"digestate","wint","energyIsland",0.00,0.00
"digestate","sum","energyIsland",0.00,0.00
"digestate","shoulder","energyIsland",0.00,0.00
"digestate","wint","factory",0.00,0.00
"digestate","sum","factory",0.00,0.00
"digestate","shoulder","factory",0.00,0.00
"digestate","wint","factory_assembly",0.00,0.00
"digestate","sum","factory_assembly",0.00,0.00
"digestate","shoulder","factory_assembly",0.00,0.00
"digestate","wint","factory_blades",0.00,0.00
"digestate","sum","factory_blades",0.00,0.00
"digestate","shoulder","factory_blades",0.00,0.00
"digestate","wint","hospital",0.00,0.00
"digestate","sum","hospital",0.00,0.00
"digestate","shoulder","hospital",0.00,0.00
"digestate","wint","multifunction",0.00,0.00
"digestate","sum","multifunction",0.00,0.00
"digestate","shoulder","multifunction",0.00,0.00
"digestate","wint","northDistrict",0.00,0.00
"digestate","sum","northDistrict",0.00,0.00
"digestate","shoulder","northDistrict",0.00,0.00
"digestate","wint","quality",0.00,0.00
"digestate","sum","quality",0.00,0.00
"digestate","shoulder","quality",0.00,0.00
"digestate","wint","reserved",0.00,0.00
"digestate","sum","reserved",0.00,0.00
"digestate","shoulder","reserved",0.00,0.00
"digestate","wint","residential",0.00,0.00
"digestate","sum","residential",0.00,0.00
"digestate","shoulder","residential",0.00,0.00
"digestate","wint","school",0.00,0.00
"digestate","sum","school",0.00,0.00
"digestate","shoulder","school",0.00,0.00
"digestate","wint","tech",0.00,0.00
"digestate","sum","tech",0.00,0.00
"digestate","shoulder","tech",0.00,0.00
"DME","wint","dormitories",0.00,0.00
"DME","sum","dormitories",0.00,0.00
"DME","shoulder","dormitories",0.00,0.00
"DME","wint","energyIsland",0.00,0.00
"DME","sum","energyIsland",0.00,0.00
"DME","shoulder","energyIsland",0.00,0.00
"DME","wint","factory",0.00,0.00
"DME","sum","factory",0.00,0.00
"DME","shoulder","factory",0.00,0.00
"DME","wint","factory_assembly",0.00,0.00
"DME","sum","factory_assembly",0.00,0.00
"DME","shoulder","factory_assembly",0.00,0.00
"DME","wint","factory_blades",0.00,0.00
"DME","sum","factory_blades",0.00,0.00
"DME","shoulder","factory_blades",0.00,0.00
"DME","wint","hospital",0.00,0.00
"DME","sum","hospital",0.00,0.00
"DME","shoulder","hospital",0.00,0.00
"DME","wint","multifunction",0.00,0.00
"DME","sum","multifunction",0.00,0.00
"DME","shoulder","multifunction",0.00,0.00
"DME","wint","northDistrict",0.00,0.00
"DME","sum","northDistrict",0.00,0.00
"DME","shoulder","northDistrict",0.00,0.00
"DME","wint","quality",0.00,0.00
"DME","sum","quality",0.00,0.00
"DME","shoulder","quality",0.00,0.00
"DME","wint","reserved",0.00,0.00
"DME","sum","reserved",0.00,0.00
"DME","shoulder","reserved",0.00,0.00
"DME","wint","residential",0.00,0.00
"DME","sum","residential",0.00,0.00
"DME","shoulder","residential",0.00,0.00
"DME","wint","school",0.00,0.00
"DME","sum","school",0.00,0.00
"DME","shoulder","school",0.00,0.00
"DME","wint","tech",0.00,0.00
"DME","sum","tech",0.00,0.00
"DME","shoulder","tech",0.00,0.00
"elec","wint","dormitories",0.00,0.00
"elec","sum","dormitories",0.00,0.00
"elec","shoulder","dormitories",0.00,0.00
"elec","wint","energyIsland",0.00,0.00
"elec","sum","energyIsland",0.00,0.00
"elec","shoulder","energyIsland",0.00,0.00
"elec","wint","factory",0.00,0.00
"elec","sum","factory",0.00,0.00
"elec","shoulder","factory",0.00,0.00
"elec","wint","factory_assembly",0.62,0.00
"elec","sum","factory_assembly",6.18,0.00
"elec","shoulder","factory_assembly",14.75,0.00
"elec","wint","factory_blades",0.00,0.00
"elec","sum","factory_blades",0.00,0.00
"elec","shoulder","factory_blades",0.00,0.00
"elec","wint","hospital",0.00,0.00
"elec","sum","hospital",0.00,0.00
"elec","shoulder","hospital",0.00,0.00
"elec","wint","multifunction",0.00,0.00
"elec","sum","multifunction",0.00,0.00
"elec","shoulder","multifunction",0.00,0.00
"elec","wint","northDistrict",0.00,0.00
"elec","sum","northDistrict",0.00,0.00
"elec","shoulder","northDistrict",0.00,0.00
"elec","wint","quality",0.00,0.00
"elec","sum","quality",0.00,0.00
"elec","shoulder","quality",0.00,0.00
"elec","wint","reserved",0.00,0.00
"elec","sum","reserved",0.00,0.00
"elec","shoulder","reserved",0.00,0.00
"elec","wint","residential",0.00,0.00
"elec","sum","residential",0.00,0.00
"elec","shoulder","residential",0.00,0.00
"elec","wint","school",0.00,0.00
"elec","sum","school",0.00,0.00
"elec","shoulder","school",0.00,0.00
"elec","wint","tech",0.00,0.00
"elec","sum","tech",0.00,0.00
"elec","shoulder","tech",0.00,0.00
"ethanol","wint","dormitories",0.00,0.00
"ethanol","sum","dormitories",0.00,0.00
"ethanol","shoulder","dormitories",0.00,0.00
"ethanol","wint","energyIsland",0.00,0.00
"ethanol","sum","energyIsland",0.00,0.00
"ethanol","shoulder","energyIsland",0.00,0.00
"ethanol","wint","factory",0.00,0.00
"ethanol","sum","factory",0.00,0.00
"ethanol","shoulder","factory",0.00,0.00
"ethanol","wint","factory_assembly",0.00,0.00
"ethanol","sum","factory_assembly",0.00,0.00
"ethanol","shoulder","factory_assembly",0.00,0.00
"ethanol","wint","factory_blades",0.00,0.00
"ethanol","sum","factory_blades",0.00,0.00
"ethanol","shoulder","factory_blades",0.00,0.00
"ethanol","wint","hospital",0.00,0.00
"ethanol","sum","hospital",0.00,0.00
"ethanol","shoulder","hospital",0.00,0.00
"ethanol","wint","multifunction",0.00,0.00
"ethanol","sum","multifunction",0.00,0.00
"ethanol","shoulder","multifunction",0.00,0.00
"ethanol","wint","northDistrict",0.00,0.00
"ethanol","sum","northDistrict",0.00,0.00
"ethanol","shoulder","northDistrict",0.00,0.00
"ethanol","wint","quality",0.00,0.00
"ethanol","sum","quality",0.00,0.00
"ethanol","shoulder","quality",0.00,0.00
"ethanol","wint","reserved",0.00,0.00
"ethanol","sum","reserved",0.00,0.00
"ethanol","shoulder","reserved",0.00,0.00
"ethanol","wint","residential",0.00,0.00
"ethanol","sum","residential",0.00,0.00
"ethanol","shoulder","residential",0.00,0.00
"ethanol","wint","school",0.00,0.00
"ethanol","sum","school",0.00,0.00
"ethanol","shoulder","school",0.00,0.00
"ethanol","wint","tech",0.00,0.00
"ethanol","sum","tech",0.00,0.00
"ethanol","shoulder","tech",0.00,0.00
"fertilizer","wint","dormitories",0.00,0.00
"fertilizer","sum","dormitories",0.00,0.00
"fertilizer","shoulder","dormitories",0.00,0.00
"fertilizer","wint","energyIsland",0.00,0.00
"fertilizer","sum","energyIsland",0.00,0.00
"fertilizer","shoulder","energyIsland",0.00,0.00
"fertilizer","wint","factory",0.00,0.00
"fertilizer","sum","factory",0.00,0.00
"fertilizer","shoulder","factory",0.00,0.00
"fertilizer","wint","factory_assembly",0.00,0.00
"fertilizer","sum","factory_assembly",0.00,0.00
"fertilizer","shoulder","factory_assembly",0.00,0.00
"fertilizer","wint","factory_blades",0.00,0.00
"fertilizer","sum","factory_blades",0.00,0.00
"fertilizer","shoulder","factory_blades",0.00,0.00
"fertilizer","wint","hospital",0.00,0.00
"fertilizer","sum","hospital",0.00,0.00
"fertilizer","shoulder","hospital",0.00,0.00
"fertilizer","wint","multifunction",0.00,0.00
"fertilizer","sum","multifunction",0.00,0.00
"fertilizer","shoulder","multifunction",0.00,0.00
"fertilizer","wint","northDistrict",0.00,0.00
"fertilizer","sum","northDistrict",0.00,0.00
"fertilizer","shoulder","northDistrict",0.00,0.00
"fertilizer","wint","quality",0.00,0.00
"fertilizer","sum","quality",0.00,0.00
"fertilizer","shoulder","quality",0.00,0.00
"fertilizer","wint","reserved",0.00,0.00
"fertilizer","sum","reserved",0.00,0.00
"fertilizer","shoulder","reserved",0.00,0.00
"fertilizer","wint","residential",0.00,0.00
"fertilizer","sum","residential",0.00,0.00
"fertilizer","shoulder","residential",0.00,0.00
"fertilizer","wint","school",0.00,0.00
"fertilizer","sum","school",0.00,0.00
"fertilizer","shoulder","school",0.00,0.00
"fertilizer","wint","tech",0.00,0.00
"fertilizer","sum","tech",0.00,0.00
"fertilizer","shoulder","tech",0.00,0.00
"foodWaste","wint","dormitories",0.00,0.00
"foodWaste","sum","dormitories",0.00,0.00
"foodWaste","shoulder","dormitories",0.00,0.00
"foodWaste","wint","energyIsland",0.00,0.00
"foodWaste","sum","energyIsland",0.00,0.00
"foodWaste","shoulder","energyIsland",0.00,0.00
"foodWaste","wint","factory",0.00,0.00
"foodWaste","sum","factory",0.00,0.00
"foodWaste","shoulder","factory",0.00,0.00
"foodWaste","wint","factory_assembly",0.00,0.00
"foodWaste","sum","factory_assembly",0.00,0.00
"foodWaste","shoulder","factory_assembly",0.00,0.00
"foodWaste","wint","factory_blades",0.00,0.00
"foodWaste","sum","factory_blades",0.00,0.00
"foodWaste","shoulder","factory_blades",0.00,0.00
"foodWaste","wint","hospital",0.00,0.00
"foodWaste","sum","hospital",0.00,0.00
"foodWaste","shoulder","hospital",0.00,0.00
"foodWaste","wint","multifunction",0.00,0.00
"foodWaste","sum","multifunction",0.00,0.00
"foodWaste","shoulder","multifunction",0.00,0.00
"foodWaste","wint","northDistrict",0.00,0.00
"foodWaste","sum","northDistrict",0.00,0.00
"foodWaste","shoulder","northDistrict",0.00,0.00
"foodWaste","wint","quality",0.00,0.00
"foodWaste","sum","quality",0.00,0.00
"foodWaste","shoulder","quality",0.00,0.00
"foodWaste","wint","reserved",0.00,0.00
"foodWaste","sum","reserved",0.00,0.00
"foodWaste","shoulder","reserved",0.00,0.00
"foodWaste","wint","residential",0.00,0.00
"foodWaste","sum","residential",0.00,0.00
"foodWaste","shoulder","residential",0.00,0.00
"foodWaste","wint","school",0.00,0.00
"foodWaste","sum","school",0.00,0.00
"foodWaste","shoulder","school",0.00,0.00
"foodWaste","wint","tech",0.00,0.00
"foodWaste","sum","tech",0.00,0.00
"foodWaste","shoulder","tech",0.00,0.00
"fuel","wint","dormitories",0.00,0.00
"fuel","sum","dormitories",0.00,0.00
"fuel","shoulder","dormitories",0.00,0.00
"fuel","wint","energyIsland",0.00,0.00
"fuel","sum","energyIsland",0.00,0.00
"fuel","shoulder","energyIsland",0.00,0.00
"fuel","wint","factory",0.00,0.00
"fuel","sum","factory",0.00,0.00
"fuel","shoulder","factory",0.00,0.00
"fuel","wint","factory_assembly",0.00,0.00
"fuel","sum","factory_assembly",0.00,0.00
"fuel","shoulder","factory_assembly",0.00,0.00
"fuel","wint","factory_blades",0.00,0.00
"fuel","sum","factory_blades",0.00,0.00
"fuel","shoulder","factory_blades",0.00,0.00
"fuel","wint","hospital",0.00,0.00
"fuel","sum","hospital",0.00,0.00
"fuel","shoulder","hospital",0.00,0.00
"fuel","wint","multifunction",0.00,0.00
"fuel","sum","multifunction",0.00,0.00
"fuel","shoulder","multifunction",0.00,0.00
"fuel","wint","northDistrict",0.00,0.00
"fuel","sum","northDistrict",0.00,0.00
"fuel","shoulder","northDistrict",0.00,0.00
"fuel","wint","quality",0.00,0.00
"fuel","sum","quality",0.00,0.00
"fuel","shoulder","quality",0.00,0.00
"fuel","wint","reserved",0.00,0.00
"fuel","sum","reserved",0.00,0.00
"fuel","shoulder","reserved",0.00,0.00
"fuel","wint","residential",0.00,0.00
"fuel","sum","residential",0.00,0.00
"fuel","shoulder","residential",0.00,0.00
"fuel","wint","school",0.00,0.00
"fuel","sum","school",0.00,0.00
"fuel","shoulder","school",0.00,0.00
"fuel","wint","tech",0.00,0.00
"fuel","sum","tech",0.00,0.00
"fuel","shoulder","tech",0.00,0.00
"fuelOil","wint","dormitories",0.00,0.00
"fuelOil","sum","dormitories",0.00,0.00
"fuelOil","shoulder","dormitories",0.00,0.00
"fuelOil","wint","energyIsland",0.00,0.00
"fuelOil","sum","energyIsland",0.00,0.00
"fuelOil","shoulder","energyIsland",0.00,0.00
"fuelOil","wint","factory",0.00,0.00
"fuelOil","sum","factory",0.00,0.00
"fuelOil","shoulder","factory",0.00,0.00
"fuelOil","wint","factory_assembly",0.00,0.00
"fuelOil","sum","factory_assembly",0.00,0.00
"fuelOil","shoulder","factory_assembly",0.00,0.00
"fuelOil","wint","factory_blades",0.00,0.00
"fuelOil","sum","factory_blades",0.00,0.00
"fuelOil","shoulder","factory_blades",0.00,0.00
"fuelOil","wint","hospital",0.00,0.00
"fuelOil","sum","hospital",0.00,0.00
"fuelOil","shoulder","hospital",0.00,0.00
"fuelOil","wint","multifunction",0.00,0.00
"fuelOil","sum","multifunction",0.00,0.00
"fuelOil","shoulder","multifunction",0.00,0.00
"fuelOil","wint","northDistrict",0.00,0.00
"fuelOil","sum","northDistrict",0.00,0.00
"fuelOil","shoulder","northDistrict",0.00,0.00
"fuelOil","wint","quality",0.00,0.00
"fuelOil","sum","quality",0.00,0.00
"fuelOil","shoulder","quality",0.00,0.00
"fuelOil","wint","reserved",0.00,0.00
"fuelOil","sum","reserved",0.00,0.00
"fuelOil","shoulder","reserved",0.00,0.00
"fuelOil","wint","residential",0.00,0.00
"fuelOil","sum","residential",0.00,0.00
"fuelOil","shoulder","residential",0.00,0.00
"fuelOil","wint","school",0.00,0.00
"fuelOil","sum","school",0.00,0.00
"fuelOil","shoulder","school",0.00,0.00
"fuelOil","wint","tech",0.00,0.00
"fuelOil","sum","tech",0.00,0.00
"fuelOil","shoulder","tech",0.00,0.00
"gasLandfill","wint","dormitories",0.00,0.00
"gasLandfill","sum","dormitories",0.00,0.00
"gasLandfill","shoulder","dormitories",0.00,0.00
"gasLandfill","wint","energyIsland",0.00,0.00
"gasLandfill","sum","energyIsland",0.00,0.00
"gasLandfill","shoulder","energyIsland",0.00,0.00
"gasLandfill","wint","factory",0.00,0.00
"gasLandfill","sum","factory",0.00,0.00
"gasLandfill","shoulder","factory",0.00,0.00
"gasLandfill","wint","factory_assembly",0.00,0.00
"gasLandfill","sum","factory_assembly",0.00,0.00
"gasLandfill","shoulder","factory_assembly",0.00,0.00
"gasLandfill","wint","factory_blades",0.00,0.00
"gasLandfill","sum","factory_blades",0.00,0.00
"gasLandfill","shoulder","factory_blades",0.00,0.00
"gasLandfill","wint","hospital",0.00,0.00
"gasLandfill","sum","hospital",0.00,0.00
"gasLandfill","shoulder","hospital",0.00,0.00
"gasLandfill","wint","multifunction",0.00,0.00
"gasLandfill","sum","multifunction",0.00,0.00
"gasLandfill","shoulder","multifunction",0.00,0.00
"gasLandfill","wint","northDistrict",0.00,0.00
"gasLandfill","sum","northDistrict",0.00,0.00
"gasLandfill","shoulder","northDistrict",0.00,0.00
"gasLandfill","wint","quality",0.00,0.00
"gasLandfill","sum","quality",0.00,0.00
"gasLandfill","shoulder","quality",0.00,0.00
"gasLandfill","wint","reserved",0.00,0.00
"gasLandfill","sum","reserved",0.00,0.00
"gasLandfill","shoulder","reserved",0.00,0.00
"gasLandfill","wint","residential",0.00,0.00
"gasLandfill","sum","residential",0.00,0.00
"gasLandfill","shoulder","residential",0.00,0.00
"gasLandfill","wint","school",0.00,0.00
"gasLandfill","sum","school",0.00,0.00
"gasLandfill","shoulder","school",0.00,0.00
"gasLandfill","wint","tech",0.00,0.00
"gasLandfill","sum","tech",0.00,0.00
"gasLandfill","shoulder","tech",0.00,0.00
"gasNatural","wint","dormitories",0.00,0.00
"gasNatural","sum","dormitories",0.00,0.00
"gasNatural","shoulder","dormitories",0.00,0.00
"gasNatural","wint","energyIsland",0.00,0.00
"gasNatural","sum","energyIsland",0.00,0.00
"gasNatural","shoulder","energyIsland",0.00,0.00
"gasNatural","wint","factory",1.04,0.00
"gasNatural","sum","factory",0.81,0.00
"gasNatural","shoulder","factory",0.36,0.00
"gasNatural","wint","factory_assembly",0.00,0.00
"gasNatural","sum","factory_assembly",0.00,0.00
"gasNatural","shoulder","factory_assembly",0.00,0.00
"gasNatural","wint","factory_blades",0.00,0.00
"gasNatural","sum","factory_blades",0.00,0.00
"gasNatural","shoulder","factory_blades",0.00,0.00
"gasNatural","wint","hospital",0.00,0.00
"gasNatural","sum","hospital",0.00,0.00
"gasNatural","shoulder","hospital",0.00,0.00
"gasNatural","wint","multifunction",0.00,0.00
"gasNatural","sum","multifunction",0.00,0.00
"gasNatural","shoulder","multifunction",0.00,0.00
"gasNatural","wint","northDistrict",0.00,0.00
"gasNatural","sum","northDistrict",0.00,0.00
"gasNatural","shoulder","northDistrict",0.00,0.00
"gasNatural","wint","quality",0.00,0.00
"gasNatural","sum","quality",0.00,0.00
"gasNatural","shoulder","quality",0.00,0.00
"gasNatural","wint","reserved",0.00,0.00
"gasNatural","sum","reserved",0.00,0.00
"gasNatural","shoulder","reserved",0.00,0.00
"gasNatural","wint","residential",0.00,0.00
"gasNatural","sum","residential",0.00,0.00
"gasNatural","shoulder","residential",0.00,0.00
"gasNatural","wint","school",0.00,0.00
"gasNatural","sum","school",0.00,0.00
"gasNatural","shoulder","school",0.00,0.00
"gasNatural","wint","tech",0.00,0.00
"gasNatural","sum","tech",0.00,0.00
"gasNatural","shoulder","tech",0.00,0.00
"gasoline","wint","dormitories",0.00,0.00
"gasoline","sum","dormitories",0.00,0.00
"gasoline","shoulder","dormitories",0.00,0.00
"gasoline","wint","energyIsland",0.00,0.00
"gasoline","sum","energyIsland",0.00,0.00
"gasoline","shoulder","energyIsland",0.00,0.00
"gasoline","wint","factory",0.00,0.00
"gasoline","sum","factory",0.00,0.00
"gasoline","shoulder","factory",0.00,0.00
"gasoline","wint","factory_assembly",0.00,0.00
"gasoline","sum","factory_assembly",0.00,0.00
"gasoline","shoulder","factory_assembly",0.00,0.00
"gasoline","wint","factory_blades",0.00,0.00
"gasoline","sum","factory_blades",0.00,0.00
"gasoline","shoulder","factory_blades",0.00,0.00
"gasoline","wint","hospital",0.00,0.00
"gasoline","sum","hospital",0.00,0.00
"gasoline","shoulder","hospital",0.00,0.00
"gasoline","wint","multifunction",0.00,0.00
"gasoline","sum","multifunction",0.00,0.00
"gasoline","shoulder","multifunction",0.00,0.00
"gasoline","wint","northDistrict",0.00,0.00
"gasoline","sum","northDistrict",0.00,0.00
"gasoline","shoulder","northDistrict",0.00,0.00
"gasoline","wint","quality",0.00,0.00
"gasoline","sum","quality",0.00,0.00
"gasoline","shoulder","quality",0.00,0.00
"gasoline","wint","reserved",0.00,0.00
"gasoline","sum","reserved",0.00,0.00
"gasoline","shoulder","reserved",0.00,0.00
"gasoline","wint","residential",0.00,0.00
"gasoline","sum","residential",0.00,0.00
"gasoline","shoulder","residential",0.00,0.00
"gasoline","wint","school",0.00,0.00
"gasoline","sum","school",0.00,0.00
"gasoline","shoulder","school",0.00,0.00
"gasoline","wint","tech",0.00,0.00
"gasoline","sum","tech",0.00,0.00
"gasoline","shoulder","tech",0.00,0.00
"groundWater","wint","dormitories",0.00,0.00
"groundWater","sum","dormitories",0.00,0.00
"groundWater","shoulder","dormitories",0.00,0.00
"groundWater","wint","energyIsland",0.00,0.00
"groundWater","sum","energyIsland",0.00,0.00
"groundWater","shoulder","energyIsland",0.00,0.00
"groundWater","wint","factory",0.00,0.00
"groundWater","sum","factory",0.00,0.00
"groundWater","shoulder","factory",0.00,0.00
"groundWater","wint","factory_assembly",0.00,0.00
"groundWater","sum","factory_assembly",0.00,0.00
"groundWater","shoulder","factory_assembly",0.00,0.00
"groundWater","wint","factory_blades",0.00,0.00
"groundWater","sum","factory_blades",0.00,0.00
"groundWater","shoulder","factory_blades",0.00,0.00
"groundWater","wint","hospital",0.00,0.00
"groundWater","sum","hospital",0.00,0.00
"groundWater","shoulder","hospital",0.00,0.00
"groundWater","wint","multifunction",0.00,0.00
"groundWater","sum","multifunction",0.00,0.00
"groundWater","shoulder","multifunction",0.00,0.00
"groundWater","wint","northDistrict",0.00,0.00
"groundWater","sum","northDistrict",0.00,0.00
"groundWater","shoulder","northDistrict",0.00,0.00
"groundWater","wint","quality",0.00,0.00
"groundWater","sum","quality",0.00,0.00
"groundWater","shoulder","quality",0.00,0.00
"groundWater","wint","reserved",0.00,0.00
"groundWater","sum","reserved",0.00,0.00
"groundWater","shoulder","reserved",0.00,0.00
"groundWater","wint","residential",0.00,0.00
"groundWater","sum","residential",0.00,0.00
"groundWater","shoulder","residential",0.00,0.00
"groundWater","wint","school",0.00,0.00
"groundWater","sum","school",0.00,0.00
"groundWater","shoulder","school",0.00,0.00
"groundWater","wint","tech",0.00,0.00
"groundWater","sum","tech",0.00,0.00
"groundWater","shoulder","tech",0.00,0.00
"heat","wint","dormitories",0.00,0.00
"heat","sum","dormitories",0.00,0.00
"heat","shoulder","dormitories",0.00,0.00
"heat","wint","energyIsland",0.00,0.00
"heat","sum","energyIsland",0.00,0.00
"heat","shoulder","energyIsland",0.00,0.00
"heat","wint","factory",0.00,0.00
"heat","sum","factory",0.00,0.00
"heat","shoulder","factory",0.00,0.00
"heat","wint","factory_assembly",0.00,0.00
"heat","sum","factory_assembly",0.00,0.00
"heat","shoulder","factory_assembly",0.00,0.00
"heat","wint","factory_blades",0.00,0.00
"heat","sum","factory_blades",0.00,0.00
"heat","shoulder","factory_blades",0.00,0.00
"heat","wint","hospital",0.00,0.00
"heat","sum","hospital",0.00,0.00
"heat","shoulder","hospital",0.00,0.00
"heat","wint","multifunction",0.00,0.00
"heat","sum","multifunction",0.00,0.00
"heat","shoulder","multifunction",0.00,0.00
"heat","wint","northDistrict",0.00,0.00
"heat","sum","northDistrict",0.00,0.00
"heat","shoulder","northDistrict",0.00,0.00
"heat","wint","quality",0.00,0.00
"heat","sum","quality",0.00,0.00
"heat","shoulder","quality",0.00,0.00
"heat","wint","reserved",0.00,0.00
"heat","sum","reserved",0.00,0.00
"heat","shoulder","reserved",0.00,0.00
"heat","wint","residential",0.00,0.00
"heat","sum","residential",0.00,0.00
"heat","shoulder","residential",0.00,0.00
"heat","wint","school",0.00,0.00
"heat","sum","school",0.00,0.00
"heat","shoulder","school",0.00,0.00
"heat","wint","tech",0.00,0.00
"heat","sum","tech",0.00,0.00
"heat","shoulder","tech",0.00,0.00
"hot_primary_feed","wint","dormitories",0.00,0.00
"hot_primary_feed","sum","dormitories",0.00,0.00
"hot_primary_feed","shoulder","dormitories",0.00,0.00
"hot_primary_feed","wint","energyIsland",0.00,0.00
"hot_primary_feed","sum","energyIsland",0.00,0.00
"hot_primary_feed","shoulder","energyIsland",0.00,0.00
"hot_primary_feed","wint","factory",0.00,0.00
"hot_primary_feed","sum","factory",0.00,0.00
